file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,1,css,3008ae59,Andy Huang,2025-01-10,14:02:30,-08:00,2025-01-10T14:02:30-08:00,0,5
style.css,2,css,3008ae59,Andy Huang,2025-01-10,14:02:30,-08:00,2025-01-10T14:02:30-08:00,0,44
style.css,3,css,3008ae59,Andy Huang,2025-01-10,14:02:30,-08:00,2025-01-10T14:02:30-08:00,0,43
style.css,4,css,3008ae59,Andy Huang,2025-01-10,14:02:30,-08:00,2025-01-10T14:02:30-08:00,0,1
style.css,5,css,3008ae59,Andy Huang,2025-01-10,14:02:30,-08:00,2025-01-10T14:02:30-08:00,0,24
style.css,6,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,57
style.css,7,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,54
style.css,8,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,63
style.css,9,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,43
style.css,10,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,11,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,6
style.css,12,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,10
style.css,13,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,49
style.css,14,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,15,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,4
style.css,16,css,36860211,Andy Huang,2025-01-24,20:33:11,-08:00,2025-01-24T20:33:11-08:00,0,40
style.css,17,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,13
style.css,18,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,9
style.css,19,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,20,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,6
style.css,21,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,7
style.css,22,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,18
style.css,23,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,21
style.css,24,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,14
style.css,25,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,15
style.css,26,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,22
style.css,27,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,24
style.css,28,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,26
style.css,29,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,38
style.css,30,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,20
style.css,31,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,32,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,14
style.css,33,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,41
style.css,34,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,45
style.css,35,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,57
style.css,36,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,82
style.css,37,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,38,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,6
style.css,39,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,53
style.css,40,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,50
style.css,41,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,50
style.css,42,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,43,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,44,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,36
style.css,45,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,6
style.css,46,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,49
style.css,47,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,49
style.css,48,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,49,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,50,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,5
style.css,51,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,71
style.css,52,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,53,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,12
style.css,54,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,80
style.css,55,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,86
style.css,56,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,61
style.css,57,css,43da75d5,Andy Huang,2025-01-24,20:47:14,-08:00,2025-01-24T20:47:14-08:00,0,70
style.css,58,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,59,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,5
style.css,60,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,35
style.css,61,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,56
style.css,62,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,40
style.css,63,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,45
style.css,64,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,65,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,66,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,6
style.css,67,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,13
style.css,68,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,30
style.css,69,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,19
style.css,70,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,52
style.css,71,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,61
style.css,72,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,19
style.css,73,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,74,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,75,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,24
style.css,76,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,49
style.css,77,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,54
style.css,78,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,44
style.css,79,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,22
style.css,80,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,81,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,82,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,7
style.css,83,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,57
style.css,84,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,53
style.css,85,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,17
style.css,86,css,43da75d5,Andy Huang,2025-01-24,20:47:14,-08:00,2025-01-24T20:47:14-08:00,0,70
style.css,87,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,88,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,89,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,10
style.css,90,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,13
style.css,91,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,59
style.css,92,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,46
style.css,93,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,57
style.css,94,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,47
style.css,95,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,57
style.css,96,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,97,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,98,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,8
style.css,99,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,13
style.css,100,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,27
style.css,101,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,16
style.css,102,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,8
style.css,103,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,104,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,105,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,3
style.css,106,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,14
style.css,107,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,0
style.css,108,css,d5765696,Andy Huang,2025-01-17,15:21:01,-08:00,2025-01-17T15:21:01-08:00,0,0
style.css,109,css,30059282,Andy Huang,2025-01-17,15:23:58,-08:00,2025-01-17T15:23:58-08:00,0,22
style.css,110,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,16
style.css,111,css,1aaf762b,Andy Huang,2025-01-17,13:26:32,-08:00,2025-01-17T13:26:32-08:00,0,18
style.css,112,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,113,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,114,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,12
style.css,115,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,17
style.css,116,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,117,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,118,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,119,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,17
style.css,120,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,13
style.css,121,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,59
style.css,122,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,46
style.css,123,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,57
style.css,124,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,47
style.css,125,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,57
style.css,126,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,127,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,128,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,17
style.css,129,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,13
style.css,130,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,27
style.css,131,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,16
style.css,132,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,8
style.css,133,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,69
style.css,134,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,71
style.css,135,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,51
style.css,136,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,51
style.css,137,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,53
style.css,138,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,139,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,140,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,9
style.css,141,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,18
style.css,142,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,143,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,0
style.css,144,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,9
style.css,145,css,2c6622a2,Andy Huang,2025-01-17,14:54:05,-08:00,2025-01-17T14:54:05-08:00,0,21
style.css,146,css,9e4a55cb,Andy Huang,2025-01-17,16:22:20,-08:00,2025-01-17T16:22:20-08:00,0,7
style.css,147,css,9e4a55cb,Andy Huang,2025-01-17,16:22:20,-08:00,2025-01-17T16:22:20-08:00,0,26
style.css,148,css,9e4a55cb,Andy Huang,2025-01-17,16:22:20,-08:00,2025-01-17T16:22:20-08:00,0,0
style.css,149,css,36860211,Andy Huang,2025-01-24,20:33:11,-08:00,2025-01-24T20:33:11-08:00,0,0
style.css,150,css,36860211,Andy Huang,2025-01-24,20:33:11,-08:00,2025-01-24T20:33:11-08:00,0,0
